Product,Price,Image
10 Ltrs Tea Urn Available for Delivery,"7,000",https://pictures-kenya.jijistatic.com/31990559_MzAwLTUyNS1lNjAxYmNhMTA3LTI.webp
Hipseat Babycarrier,"2,800",https://pictures-kenya.jijistatic.com/30190145_MzAwLTMwMC0xNGIzOGEyYjU2LTI.webp
Water Dispenser,"3,500",https://pictures-kenya.jijistatic.com/1221899_img-20190702-140220_2_300x322.webp
Ziplock Bags,500,https://pictures-kenya.jijistatic.com/60668294_MzAwLTMwMC1iZGM3NTk5MGJh.webp
Cake Maker/Bread Maker/Cookies Maker,"3,500",https://pictures-kenya.jijistatic.com/8250113_fb-img-1587529607655_2_300x300.webp
White Stripped Duvet Cover With 1 Bedsheet And 2 Pillowcases,"3,000",https://pictures-kenya.jijistatic.com/6242139_fb-img-1580231559295_2_300x300.webp
2 Poles Bed Nets,"5,500",https://pictures-kenya.jijistatic.com/4274281_img-20191107-155127_2_300x400.webp
Double Bed Inflatable Mattress,"15,000",https://pictures-kenya.jijistatic.com/6216863_img-20200128-wa0014_2_300x233.webp
3d Carpets,"5,500",https://pictures-kenya.jijistatic.com/39978832_MzAwLTQwMC1jY2Y4YTY4YjQxLTI.webp
Airforce Sneakers,"2,500",https://pictures-kenya.jijistatic.com/8683027_img-20200511-wa0069_2_300x360.webp
Moses Basket,"2,500",https://pictures-kenya.jijistatic.com/42826397_MzAwLTQwMC05MDNlZDNlZGZkLTI.webp
Sukuma Wiki Cutter*Kales Meat and Fruits Chopper,"2,500",https://pictures-kenya.jijistatic.com/15082491_fb-img-1606714342627_2_300x300.webp
Stainless Steel Cooking Set,"6,500",https://pictures-kenya.jijistatic.com/8881991_img-20200519-wa0052_2_300x198.webp
Quality Baby Carrier Available in Red and Blue,"1,500",https://pictures-kenya.jijistatic.com/57258549_MzAwLTMwMC1iNzM5NDAwYzU2.webp
Quality Sky Boots,"2,500",https://pictures-kenya.jijistatic.com/19621748_MzAwLTMwMC05NDg2NTU5NGQ2LTI.webp
Converse Rubber Shoes,"1,500",https://pictures-kenya.jijistatic.com/1509876_img-20190710-211730-845_2_300x300.webp
Toilet Trainer,"3,500",https://pictures-kenya.jijistatic.com/31642180_MzAwLTMwMC03YmM0OTllMmJiLTI.webp
7pcs Heavy Duty Aluminium Cooking Set,"5,500",https://pictures-kenya.jijistatic.com/8993987_gridplus-1590208070188_2_300x300.webp
Marble Self Adhesive Waterproof Foil,850,https://pictures-kenya.jijistatic.com/30596942_MzAwLTMwMC1jYmZkMjMwMmRhLTI.webp
Jordan 9 Sneakers,"3,500",https://pictures-kenya.jijistatic.com/53301238_MzAwLTIwMC1iMzhmZjBhNjJi.webp
6*6 Binded Duvet,"2,800",https://pictures-kenya.jijistatic.com/22274517_MzAwLTMwMC0xZTI3ZjVhY2UzLTI.webp
Quality Cosleeper Available for Delivery,"2,500",https://pictures-kenya.jijistatic.com/34493078_MzAwLTIyNS1lYTQ3NDc2OWViLTI.webp
White Laundry Basket at 999,999,https://pictures-kenya.jijistatic.com/32321946_MzAwLTM3NS02ZWM5NDVhMTVhLTI.webp
Quality Bathrobes Available for Delivery,"2,500",https://pictures-kenya.jijistatic.com/37310303_MzAwLTM3NC0zYjI3ZmIyNmEwLTI.webp
Quality Men Shoes,"2,500",https://pictures-kenya.jijistatic.com/4275437_photogrid-1573194957631_2_300x300.webp
Kitchen Mats With a Runner,"2,300",https://pictures-kenya.jijistatic.com/20794199_MzAwLTI3OC05ODkwNzc0MTU3LTI.webp
240 Litres Dustpin With Wheels,"14,999",https://pictures-kenya.jijistatic.com/19597781_MzAwLTMwMC01MzllYjBlYjIzLTI.webp
10kgs Rice Buckets,"1,200",https://pictures-kenya.jijistatic.com/57201743_MzAwLTM3NS0yMDExMDZlMzAz.webp
Asos Low Chunk Heels,"2,500",https://pictures-kenya.jijistatic.com/1226671_img-20190702-wa0088_2_300x300.webp
Scarlett Electric Mixer With A 2ltr Bowl,"2,500",https://pictures-kenya.jijistatic.com/10886603_img-20200727-132719_2_300x401.webp
4 in 1 Playpen/Cosleeper/Baby Cot.,"16,500",https://pictures-kenya.jijistatic.com/21401688_MzAwLTMwMC0zZGM2MzNkZWNmLTI.webp
Tent Like Mosquito Net,"1,999",https://pictures-kenya.jijistatic.com/10938068_fb-img-1589884744010_2_300x301.webp
Pure Cotton Bedsheet With 2 Pillowcases,"2,200",https://pictures-kenya.jijistatic.com/8361630_gridplus-1587995738876_2_300x300.webp
9 Ltrs Chafing Dishes,"8,000",https://pictures-kenya.jijistatic.com/8825941_nimac-home-and-decor-on-instagram-chaffing-dish-1-jpg_2_300x300.webp
Outdoor Chess,"2,000",https://pictures-kenya.jijistatic.com/45601976_MzAwLTI5Ny0zYjM5ZWFlNzlh.webp
Nunix Hot and Cold Water Dispenser,"9,500",https://pictures-kenya.jijistatic.com/20463302_MzAwLTUzMi01OWFjZjU0NTU2LTI.webp
7 Pcs Heavy Duty Sufurias With Lids,"5,500",https://pictures-kenya.jijistatic.com/1171956_fb-img-1561641535608_2_300x172.webp
Stainless Steel Chaffing,"5,500",https://pictures-kenya.jijistatic.com/44332929_MzAwLTMwMC1hNDY3ZTliODg0LTE.webp
Electric Deep Fryer,"10,500",https://pictures-kenya.jijistatic.com/21741536_MzAwLTMwMC1iNDk3ZGIwYjc5LTI.webp
2in1 Premier Blender,"3,000",https://pictures-kenya.jijistatic.com/16263425_img-20210113-wa0282_2_300x317.webp
Scrabble and Other Games,"1,500",https://pictures-kenya.jijistatic.com/4289522_img-20191108-154832_2_300x296.webp
Converse Allstar,"1,500",https://pictures-kenya.jijistatic.com/4038105_fb-img-1572365905822_2_300x300.webp
Black Nexus Hot and Cold Water Dispenser With 3 Taps,"11,000",https://pictures-kenya.jijistatic.com/19543412_MzAwLTM5OS1mZmZjOGQ0ZTdmLTI.webp
Vibroation Belt,"2,500",https://pictures-kenya.jijistatic.com/7828664_1585658762966_2_300x300.webp
Tlac Electric Pressure,"8,500",https://pictures-kenya.jijistatic.com/46452109_MzAwLTQwMC1mMGZiYzM0ZTIx.webp
Shower Caddy,"2,000",https://pictures-kenya.jijistatic.com/31980551_MzAwLTMwMC1kNTZlMjQ1N2UzLTI.webp
2in1 Baby Walker,"6,500",https://pictures-kenya.jijistatic.com/23351640_MzAwLTMwMC1iOTNkNjZiM2M2LTI.webp
Champagne Water Dispenser,"9,000",https://pictures-kenya.jijistatic.com/22055537_MzAwLTQwMC1hYzBkNzY1ODFlLTI.webp
10ltrs Water Boiler,"8,500",https://pictures-kenya.jijistatic.com/18639648_img-20210330-wa0071_2_300x417.webp
Vegetable Slicer And Chips Chipper,"1,500",https://pictures-kenya.jijistatic.com/7044280_fb-img-1581368000569_2_300x300.webp
Heavy Duty Signature Blender,"15,000",https://pictures-kenya.jijistatic.com/45697978_MzAwLTM4Ni1iMmJmMjBiZGEy.webp
5in1 Rocker Bassinet,"10,500",https://pictures-kenya.jijistatic.com/25143993_MzAwLTI5OC1hZmQyZjAwYTcxLTI.webp
Baby Rattles,999,https://pictures-kenya.jijistatic.com/21347311_MzAwLTMwMC0yZDA0ZDQ3MzBmLTI.webp
Quality Baby Walker With Music,"3,500",https://pictures-kenya.jijistatic.com/12017519_fdb8e01657e0430488200bcb335aab6c_2_300x300.webp
Cacatua Boots,"2,500",https://pictures-kenya.jijistatic.com/6133109_img-20200124-223003-910_2_300x300.webp
Food Warmer With Furnace,"7,500",https://pictures-kenya.jijistatic.com/31788489_MzAwLTMwMC1lN2Y3MmZjNTI1LTI.webp
Neoprene Arms Trimmer and Shaper,"1,500",https://pictures-kenya.jijistatic.com/21405750_MzAwLTI5NC04OTgyMDVjNDI1LTI.webp
Nutri Bullet,"7,000",https://pictures-kenya.jijistatic.com/20407041_MzAwLTMwMC1mMjUxOTU2ODAwLTI.webp
3D Kitchen Mats With A Runner,"2,500",https://pictures-kenya.jijistatic.com/13894763_img-20201029-wa0101_2_300x272.webp
Ab Generator Machine For Sale,"7,500",https://pictures-kenya.jijistatic.com/8931458_gridplus-1589998693830_2_300x300.webp
Bath Wrap Towel,"1,500",https://pictures-kenya.jijistatic.com/33326891_MzAwLTMwMC1kNDU5MmI2NjY1LTI.webp
Tlac 6 Ltrs Electric Pressure Cooker,"8,500",https://pictures-kenya.jijistatic.com/32013711_MzAwLTMwMC1hODAwMjMyMzU1LTI.webp
Carrycot Carrier,"6,000",https://pictures-kenya.jijistatic.com/22667689_MzAwLTI4MS1kOTc5ZmE0NzNhLTI.webp
Redberry Water Dispenser,"6,800",https://pictures-kenya.jijistatic.com/20463431_MzAwLTQxMS1jMjJjNThiNjRmLTI.webp
Duvet With 1 Bedsheet And 2 Pillowcases,"3,000",https://pictures-kenya.jijistatic.com/9462693_fb-img-1591688904216_2_300x298.webp
Electric Hand Mixer With A Bowl,"3,000",https://pictures-kenya.jijistatic.com/8330117_2f3772cc4e8e42499d7773190b9080b8_2_300x300.webp
2 Stands Mosquito Net With Sliding Rails,"5,500",https://pictures-kenya.jijistatic.com/1232955_fb-img-1560766585620_2_300x600.webp
Leopards Men Rubbers,"1,550",https://pictures-kenya.jijistatic.com/54435968_MzAwLTMwNC04M2JiZDI0NzU4.webp
Inflatable Pool for a Family,"8,000",https://pictures-kenya.jijistatic.com/43710627_MzAwLTMwMC01YjhiM2Q4MzU4LTE.webp
Push Walker,"3,800",https://pictures-kenya.jijistatic.com/25579403_MzAwLTM0Ny02MTc2MzY3NGIxLTI.webp
Sokany Roti /Chapati Maker,"4,500",https://pictures-kenya.jijistatic.com/22738069_MzAwLTMwMC1mMjYyNjM2Mjc1LTI.webp
33*33 Cm Face Towel,"1,500",https://pictures-kenya.jijistatic.com/17433221_img-20210220-wa0023_2_300x540.webp
Quality Shaggy Carpets,"7,500",https://pictures-kenya.jijistatic.com/8984159_img-20200522-wa0143_2_300x400.webp
10pcs Dessini Original Cooking Set,"6,500",https://pictures-kenya.jijistatic.com/8204670_fb-img-1587278700085_2_300x291.webp
Feeding Chair,"12,000",https://pictures-kenya.jijistatic.com/31641941_MzAwLTMwMC0yZDMzOGY3M2FmLTI.webp
Shower Curtains With Hooks 200cm by 180,"1,500",https://pictures-kenya.jijistatic.com/30080479_MzAwLTI5Ni0yN2JhZTZhMzMyLTI.webp
360 Rotation Car Seat,"16,500",https://pictures-kenya.jijistatic.com/22405802_MzAwLTQwMC04ZDUwYjRhYjgwLTI.webp
Wonder Core Sixpack Care,"4,500",https://pictures-kenya.jijistatic.com/21118522_MzAwLTMwMC05NmUzNWVkYmVkLTI.webp
Revoflex Xtreme,"1,999",https://pictures-kenya.jijistatic.com/10213811_photogrid-plus-1593960098457_2_300x300.webp
47pcs Dinner Set,"7,500",https://pictures-kenya.jijistatic.com/8989105_fb-img-1590121471086_2_300x400.webp
Unisex Converse Rubbers,"1,500",https://pictures-kenya.jijistatic.com/8200520_65c366784f724a83b9c6712d861f8d82_2_300x292.webp
Big Sling Bag,"1,500",https://pictures-kenya.jijistatic.com/50382721_MzAwLTIyNS1kMDA3MzRiYmUw.webp
Baby Play Mat At 1500,"1,500",https://pictures-kenya.jijistatic.com/30244361_MzAwLTMwMC1lOTU4NGY2YzU4LTI.webp
Black Marble Food Warmers,"10,000",https://pictures-kenya.jijistatic.com/21935546_MzAwLTMwMC1kODE4NWY3ODQ5LTI.webp
Baby Walker With Musical Effects,"3,499",https://pictures-kenya.jijistatic.com/8605040_img-20200508-wa0101_2_300x533.webp
Baby Diaper Bag,"1,800",https://pictures-kenya.jijistatic.com/2871819_fb-img-1568041763086_2_300x289.webp
Silicon Baby Feeder,"1,000",https://pictures-kenya.jijistatic.com/46350901_MzAwLTI1Ni05MTlhMGI1MWE5.webp
Restocked. Big Size (30litre) Insulated Picnic Bags,"2,500",https://pictures-kenya.jijistatic.com/35516936_MzAwLTMwMC03ODIyMWM1NWJmLTI.webp
Commercial Chips Cutter,"4,500",https://pictures-kenya.jijistatic.com/27592761_MzAwLTMwMC1mYTdlNDFhNzA3LTI.webp
Baby Co-Sleeper/Lounger,"2,500",https://pictures-kenya.jijistatic.com/23351678_MzAwLTM5OC01MTA3YWI1ODljLTI.webp
Sathiya Kettles Available,"1,500",https://pictures-kenya.jijistatic.com/20826255_MzAwLTI5OS1iYzNmMTRkNTNmLTI.webp
2 Burner Table Top Gas Cooker,"3,000",https://pictures-kenya.jijistatic.com/8510054_img-20200504-wa0105_2_300x400.webp
Infant Baby Rocker,"4,500",https://pictures-kenya.jijistatic.com/46489951_MzAwLTMwMC04Mzc3NzFhMDM4.webp
Carton Duvets,"3,000",https://pictures-kenya.jijistatic.com/35831886_MzAwLTMwMC1hM2JkNTMzOGJlLTI.webp
Quality Food Warmer Available,"8,000",https://pictures-kenya.jijistatic.com/31788764_MzAwLTMwMC1mMzdkMTAwODhjLTI.webp
Ultimate Spider Man,850,https://pictures-kenya.jijistatic.com/24701667_MzAwLTQwMC1lMzk3MzAxNGE3LTI.webp
Chapati Maker,"4,500",https://pictures-kenya.jijistatic.com/23127545_MzAwLTMwMC02NjE4OTJkNTYzLTI.webp
Grey Water Dispenser,"6,500",https://pictures-kenya.jijistatic.com/21015186_MzAwLTMwMC1jZThiZDI2NzI1LTI.webp
Baby Cot Mosquito Net With a Full Stand,"3,500",https://pictures-kenya.jijistatic.com/17236799_img-20210213-wa0052_2_300x376.webp
Water Purifier Available,"1,500",https://pictures-kenya.jijistatic.com/9197702_img-20200530-205827_2_300x298.webp
6*6 Duvet Cover With 1 Bedsheet And 2 Pillowcases,"3,000",https://pictures-kenya.jijistatic.com/7905436_photogrid-1586011954398_2_300x300.webp
Electric Commercial Tea Urn,"10,000",https://pictures-kenya.jijistatic.com/50909480_MzAwLTMwMC1hMjdkOTg5YWY0.webp
15ltrs Silver Crest Air Fryer,"9,000",https://pictures-kenya.jijistatic.com/43910363_MzAwLTMyMC1kZDQ3ZGRiM2U2LTE.webp
A Set of Table Mats With a Runner,"4,000",https://pictures-kenya.jijistatic.com/34919395_MzAwLTMzOS00MDYzYmM3MzE2LTI.webp
Roll Top Chaffing Dish 9 Litres Capacity,"18,500",https://pictures-kenya.jijistatic.com/31813345_MzAwLTQwMC00YmEyZThlMThiLTI.webp
Carpet Brush,850,https://pictures-kenya.jijistatic.com/29622196_MzAwLTMwMC0yZjliYmRhODY1LTI.webp
Baby Walker With Musical Effects,"3,500",https://pictures-kenya.jijistatic.com/28178135_MzAwLTMwMC1kMDFlZGIyZGUyLTI.webp
Red Flower 47pcs Dinner Set,"7,500",https://pictures-kenya.jijistatic.com/15935912_photogrid-plus-1609762702669_2_300x300.webp
Men Rubber Shoes,"1,800",https://pictures-kenya.jijistatic.com/1171801_img-20190627-wa0035_2_300x254.webp
Toilet Trainer Ladder,"3,500",https://pictures-kenya.jijistatic.com/32324867_MzAwLTMwMC03NTI0NjFlZTc3LTI.webp
Laptop Table,"6,000",https://pictures-kenya.jijistatic.com/60207404_MzAwLTMzMC1iYzMxMTE4NDky.webp
Kitchen Antislip Mat,"1,800",https://pictures-kenya.jijistatic.com/33580886_MzAwLTMwMC1iZWQxOTUwNzc5LTI.webp
6pcs Micro Fiber Hook Hand Towel,"1,200",https://pictures-kenya.jijistatic.com/36274632_MzAwLTMwMC1hMjA1ZmJhOTg3LTI.webp
Multi Purpose Double Grill Pan,"3,000",https://pictures-kenya.jijistatic.com/8017771_fb-img-1586371982679_2_300x366.webp
Airmax 270 Sneakers,"2,500",https://pictures-kenya.jijistatic.com/19244728_MzAwLTIzOS0xMTkzMjZiY2FmLTI.webp
Casual Wrist Watch,"1,500",https://pictures-kenya.jijistatic.com/57254423_MzAwLTQwMC1lMWZiMmNmMzgw.webp
Airforce Sneakers Size 38 to 44,"2,500",https://pictures-kenya.jijistatic.com/45080791_MzAwLTM1NC0yODBmYTY0YzJl.webp
11ltrs Foldable Food Warmer,"5,000",https://pictures-kenya.jijistatic.com/50713224_MzAwLTMwMC1hMjc0OTA1MDcz.webp
"20kgs, 25 Kgs, 30kgs Dumbbells Available","10,000",https://pictures-kenya.jijistatic.com/21146106_MzAwLTMwMC1mYThlZTE1ZmQzLTI.webp
Frozen Character Kids Towel,850,https://pictures-kenya.jijistatic.com/25360292_MzAwLTQwMC04MmVjMDVlMDYyLTI.webp
"*Chrome Dumbells* *30kg, 20kg, 15kg, 10kg*","4,000",https://pictures-kenya.jijistatic.com/41008998_MzAwLTMwMC0zYTg5MjI1Yzk5LTI.webp
Quality Soft Blankets,"2,500",https://pictures-kenya.jijistatic.com/20189225_MzAwLTI2NS0zOWNlNWE0MGU0LTI.webp
Plastic Poker,450,https://pictures-kenya.jijistatic.com/30427566_MzAwLTMwMC1iMzRmNjRkOGVhLTI.webp
Quality Shoe Rack,"2,500",https://pictures-kenya.jijistatic.com/46441018_MzAwLTU4OC0xMmEzMzYzZjIx.webp
7*8ft 3d Carpets,"6,000",https://pictures-kenya.jijistatic.com/20868349_MzAwLTUzMy05Mzc0M2M2NmE2LTI.webp
Commercial Chips Cutter and Fryers,"22,500",https://pictures-kenya.jijistatic.com/47881169_MzAwLTQwMC02Yzk4ZGE3OGU3.webp
Kenwood Meat Mincer,"5,500",https://pictures-kenya.jijistatic.com/19899971_MzAwLTMwMC05ZjQwNDA2YTBlLTI.webp
Electric Tea Urn,"10,000",https://pictures-kenya.jijistatic.com/4336734_fb-img-1573457666607_2_300x344.webp
Quality Receiving Set,"1,500",https://pictures-kenya.jijistatic.com/30561682_MzAwLTMwMC02MTlmZTcwZWIyLTI.webp
Men Open Shoes,"2,000",https://pictures-kenya.jijistatic.com/23951309_MzAwLTMwMC1hYTA0MzI2ZjU3LTI.webp
Quality Walker With Music,"3,500",https://pictures-kenya.jijistatic.com/35209725_MzAwLTMwMC1kZmEwMTQ3YjgyLTI.webp
Mackintosh Available,"2,000",https://pictures-kenya.jijistatic.com/34400231_MzAwLTMwMC04NjY5YTc3MDEwLTI.webp
Mosquito Net For Kids,"2,000",https://pictures-kenya.jijistatic.com/29507177_MzAwLTIyNS05MWFkMmZiNzUxLTI.webp
Baby Cot Mosquito Net With Metallic Stands,"1,800",https://pictures-kenya.jijistatic.com/2911666_img-20190911-wa0046_2_300x300.webp
Chapati Maker at 5500,"5,500",https://pictures-kenya.jijistatic.com/22631279_MzAwLTI0Ny1hNDI2NmFiODUwLTI.webp
Checkers Board Game,"1,500",https://pictures-kenya.jijistatic.com/41008849_MzAwLTMwNS1kNTI4ZjJlYWFkLTI.webp
Electric Mixer,"2,500",https://pictures-kenya.jijistatic.com/22619334_MzAwLTY2OS04ZGU5YTdmZGM5LTI.webp
Bathroom Organizer,"2,000",https://pictures-kenya.jijistatic.com/1193054_fb-img-1561453567184_2_300x412.webp
Inflatable Deluxe Lounge Seat/Inflatable Seat With Foot Rest,"3,500",https://pictures-kenya.jijistatic.com/59162651_MzAwLTMwMC02OWIzMTQyNDBh.webp
Multi Purpose Kitchen Rack,"3,000",https://pictures-kenya.jijistatic.com/17991478_img-20210310-wa0143_2_300x416.webp
Timberland Boots,"4,500",https://pictures-kenya.jijistatic.com/60720122_MzAwLTQwMC00MTU5MDI5ODMx.webp
Self Adhesive Contact Paper,850,https://pictures-kenya.jijistatic.com/31697098_MzAwLTMwMC05ZTA3ZGI1ZTU5LTI.webp
Baby Shawl,"1,500",https://pictures-kenya.jijistatic.com/29773998_MzAwLTMzMS00NDU5NThiM2RjLTI.webp
Gold Nunix Water Dispenser,"8,500",https://pictures-kenya.jijistatic.com/21772405_MzAwLTMwMC04MGEzNWFjMTYzLTI.webp
Silver Water Dispenser,"5,500",https://pictures-kenya.jijistatic.com/18963948_MzAwLTQwMC1iOTg4NTA2NDE2LTI.webp
Bedding Set,"3,000",https://pictures-kenya.jijistatic.com/7913450_photogrid-1586073519887_2_300x300.webp
Electric Tea Urn,"10,500",https://pictures-kenya.jijistatic.com/7007674_img-20200225-192600_2_300x485.webp
Baby Daybed/Rocker Bassinet,"7,500",https://pictures-kenya.jijistatic.com/22103132_MzAwLTQwMC0wN2QzNGFiMWM4LTI.webp
5*6 Round Mosquito Net,"1,800",https://pictures-kenya.jijistatic.com/20263603_MzAwLTMwMC0yMTRiMGMyYTE3LTI.webp
Armless Rechargeable Digital Weighing Scale,"4,500",https://pictures-kenya.jijistatic.com/18748619_MzAwLTIyNS04YTU3Y2UwZjYxLTI.webp
Bedside Mats,"2,500",https://pictures-kenya.jijistatic.com/8197669_fb-img-1587188057654_2_300x300.webp
Quality Baby Co Sleeper,"2,500",https://pictures-kenya.jijistatic.com/46612876_MzAwLTMwMC02Mjk2NTA1NDM1.webp
Bathrobes Available for Delivery,"2,500",https://pictures-kenya.jijistatic.com/31936385_MzAwLTQwMC01YWU3NDg1YTE1LTI.webp
20ltrs Electric Tea Urn,"10,500",https://pictures-kenya.jijistatic.com/20089678_MzAwLTQwMC0xYTQxOWJlMDYxLTI.webp
Digital Weighing Machine With 2 Batteries,"1,500",https://pictures-kenya.jijistatic.com/8417735_img-20200430-wa0023_2_300x300.webp
Toothpaste Dispenser And Toothbrush Holder,900,https://pictures-kenya.jijistatic.com/1192960_fb-img-1561799368145_2_300x300.webp
Marble Self Adhesive Waterproof Foil/ Wallpaper:,850,https://pictures-kenya.jijistatic.com/29724019_MzAwLTMwMC0yNjEzN2QyMzgwLTI.webp
Frozen Kids Towel,850,https://pictures-kenya.jijistatic.com/24701449_MzAwLTQwMC0zZmE0ZGJjOTRiLTI.webp
Plain Black Fluffy Carpet,"3,000",https://pictures-kenya.jijistatic.com/17736381_photogrid-plus-1614758596320_2_300x300.webp
5*8 Carpets,"3,500",https://pictures-kenya.jijistatic.com/8940882_img-20200510-wa0204_2_300x200.webp
4 Burner Table Top Cooker,"5,000",https://pictures-kenya.jijistatic.com/7318238_img-20200308-152404_2_300x306.webp
Ladies Sweet Shaver,"1,500",https://pictures-kenya.jijistatic.com/40937856_MzAwLTMwMC1lNGE1YWU1ZWU1LTI.webp
Frozen Kids Towel,850,https://pictures-kenya.jijistatic.com/25360271_MzAwLTQwMC1lZjRmNGUzNTUwLTI.webp
Baby Pacifier,300,https://pictures-kenya.jijistatic.com/20888915_MzAwLTMwMC00NjJhMGNhNGNkLTI.webp
Six Pack Care Bike/6in1 Exercise Bench,"9,000",https://pictures-kenya.jijistatic.com/18266663_fb-img-1595269502466_2_300x300.webp
Nunix Deep Fryer,"6,500",https://pictures-kenya.jijistatic.com/10526767_fb-img-1594870476548_2_300x300.webp
Outdoor Chess Board,"2,000",https://pictures-kenya.jijistatic.com/47337538_MzAwLTI0NS0xY2YwMWU4YThk.webp
2in1 Silver Crest Professional Blender,"6,000",https://pictures-kenya.jijistatic.com/32442889_MzAwLTM0NS01ZjE1ZjlkNjI4LTI.webp
Double 12 Litres Deep Fryer,"9,500",https://pictures-kenya.jijistatic.com/30238320_MzAwLTMwMC1kZjNhNTQxZmE5LTI.webp
Super Warm and Cozy Velvet Duvet,"4,500",https://pictures-kenya.jijistatic.com/21645765_MzAwLTMwNS04MmI3Y2VmYzliLTI.webp
4in1 Heavy Duty Juicer,"7,500",https://pictures-kenya.jijistatic.com/18001997_img-20210310-wa0217_2_300x300.webp
Floor Mat 3D Printing,"3,500",https://pictures-kenya.jijistatic.com/8572219_img-20200506-wa0173_2_300x361.webp
Insulated Lunch Bag,"1,500",https://pictures-kenya.jijistatic.com/45556579_MzAwLTMwMC01YTJmOWEzYWYy.webp
Commercial Double Fryer With a Stand,"17,000",https://pictures-kenya.jijistatic.com/27187928_MzAwLTMwMC1iNDYwZWRkOTViLTI.webp
2in1 Baby Walker,"6,500",https://pictures-kenya.jijistatic.com/20913394_MzAwLTMwMC02NWUyNzA2OTBhLTI.webp
Fluffy Pillow Covers,350,https://pictures-kenya.jijistatic.com/10828485_img-20200725-wa0073_2_300x292.webp
Baby Comforter Net With A Pillow,"1,800",https://pictures-kenya.jijistatic.com/2872087_fb-img-1568041778807_2_300x259.webp
Food Warmers Available for Delivery,"8,000",https://pictures-kenya.jijistatic.com/31025613_MzAwLTI5Ni1mNTU1MTgxYzIxLTI.webp
Booster Feeding Chair,"6,500",https://pictures-kenya.jijistatic.com/25473753_MzAwLTMwMC1hMTgyOTUxMWE1LTI.webp
Table Top 3+1 Electric Table Top Cooker,"5,500",https://pictures-kenya.jijistatic.com/22048748_MzAwLTMwMC0yN2VjMzQxYjllLTI.webp
Cotton Bedcover With 1 Bedsheet And 2 Pillowcases,"3,000",https://pictures-kenya.jijistatic.com/12485801_img-20200915-wa0067_2_300x245.webp
Electric Hand Mixer With A 2 Ltr Bowl,"2,500",https://pictures-kenya.jijistatic.com/10518084_fb-img-1594696363813_2_300x300.webp
Chelsea Boots@3500,"4,500",https://pictures-kenya.jijistatic.com/4160221_fb-img-1572814538705_2_300x169.webp
Pink Baby Walker,"3,500",https://pictures-kenya.jijistatic.com/31642102_MzAwLTMwOC0wYTcwMjcyYmU4LTI.webp
Baby Chair Infant Rocker,"4,500",https://pictures-kenya.jijistatic.com/31121762_MzAwLTMwMC1hNDEwYzMyMTM3LTI.webp
Tent Mosquito Net,"2,000",https://pictures-kenya.jijistatic.com/21001944_MzAwLTMwMC1lY2NkOTRlMTU0LTI.webp
Cookies Maker Machine,"3,500",https://pictures-kenya.jijistatic.com/9010095_gridplus-1590248639158_2_300x300.webp
Toothbrush Holder,"1,000",https://pictures-kenya.jijistatic.com/1691780_fb-img-1563469957628_2_300x300.webp
White Laundry Basket,"1,200",https://pictures-kenya.jijistatic.com/48001232_MzAwLTMwMC1iZDhjMjZkY2E4.webp
7 Layers. Shoe Rack,"2,500",https://pictures-kenya.jijistatic.com/44832892_MzAwLTUzNC01Zjk4ZWYyZjU3.webp
Sit Me Up Trainer,"2,800",https://pictures-kenya.jijistatic.com/30189889_MzAwLTMwMC05MWUzZGNiMDE4LTI.webp
Portable Wardrobe,"2,999",https://pictures-kenya.jijistatic.com/28570749_MzAwLTI5Mi05NjZjYzQzMTVkLTI.webp
3in1 Feeding Chair Available,"12,000",https://pictures-kenya.jijistatic.com/27504455_MzAwLTM1Mi1kOWYyMDg5NDY3LTI.webp
Fleece Blankets,"1,500",https://pictures-kenya.jijistatic.com/22652813_MzAwLTU0OC1kYTA5NjBiODM0LTI.webp
Room Heater Quartz,"4,000",https://pictures-kenya.jijistatic.com/20319486_MzAwLTMwMC0wYzIxYjEzNWZlLTI.webp
DSP Healthy/Air Fryer No Oil Added,"10,000",https://pictures-kenya.jijistatic.com/8266421_img-20200422-wa0089_2_300x400.webp
Camouflage Boots at 2500,"2,500",https://pictures-kenya.jijistatic.com/58963921_MzAwLTMwMC1iNjYyZTlkMTk5.webp
Board Games at 1500 Each,"1,500",https://pictures-kenya.jijistatic.com/48018496_MzAwLTM3NS1jYzg1ZTQyOGJk.webp
Single Commercial Deep Fryer,"8,500",https://pictures-kenya.jijistatic.com/43045309_MzAwLTMwMC0xMDc5NGI2NjJmLTE.webp
Pink Baby Walker,"3,500",https://pictures-kenya.jijistatic.com/31478552_MzAwLTMwMC1mM2Q2OTc4Y2VmLTI.webp
Baby Rocker and Baby Walker,"6,500",https://pictures-kenya.jijistatic.com/27959114_MzAwLTMwMC1iMWYxMWQzYzMwLTI.webp
White Duvet 7*8 at 4000,"4,000",https://pictures-kenya.jijistatic.com/22511699_MzAwLTMwMy03M2U3MDNmMDM0LTI.webp
Self Adhesive Marble Profile Vinyl Paper Mat 850,850,https://pictures-kenya.jijistatic.com/21254573_MzAwLTUzMy1mZjFjOTJiZDZhLTI.webp
Tent Mosquito Net,"2,000",https://pictures-kenya.jijistatic.com/21001973_MzAwLTMwMC03YzUzMDFjNzIyLTI.webp
Black and White Duvet 5*6 and 6*6,"2,800",https://pictures-kenya.jijistatic.com/19872421_MzAwLTMwMC05MWQ1ZWExNjA1LTI.webp
